"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 15:24:28 GMT 2023","Thu May 25 15:27:11 GMT 2023","162680","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 15:24:29 GMT 2023","Thu May 25 15:25:59 GMT 2023","90079","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [2] 2","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 15:24:29 GMT 2023","Thu May 25 15:25:59 GMT 2023","90095","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 15:25:59 GMT 2023","Thu May 25 15:28:20 GMT 2023","140778","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 15:24:29 GMT 2023","Thu May 25 15:25:59 GMT 2023","90067","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"failed","Thu May 25 15:24:24 GMT 2023","Thu May 25 15:26:18 GMT 2023","114236","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 15:26:18 GMT 2023","Thu May 25 15:28:22 GMT 2023","123650","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 15:24:29 GMT 2023","Thu May 25 15:25:59 GMT 2023","90115","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 15:24:24 GMT 2023","Thu May 25 15:26:05 GMT 2023","100855","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessMobileTest","Проверка отображения сообщения об ошибке при заполнении заявки на открытие счета","Проверяем, что при заполнении заявки на рекомендованный тариф, отображается сообщение об ошибке при некорректном введении почты в поле"
"broken","Thu May 25 15:24:29 GMT 2023","Thu May 25 15:25:59 GMT 2023","90140","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonMobileTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 15:24:28 GMT 2023","Thu May 25 15:27:10 GMT 2023","162257","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
